"speaker_id";"gender";"dialect_variant";"codigo_frase";"audio_file";"_uuid";"meta/rootUuid"
"M6";"Femenino";"Mam Occidental";"M_038";"1778777777302.m4a";"5c12c7fc-e653-4c04-acdb-faaee5726179";"uuid:5c12c7fc-e653-4c04-acdb-faaee5726179"
"M6";"Femenino";"Mam Occidental";"M_039";"1778777798831.m4a";"a2dea7f4-02f5-4d30-8448-cd9b7c41f28f";"uuid:a2dea7f4-02f5-4d30-8448-cd9b7c41f28f"
"M6";"Femenino";"Mam Occidental";"M_040";"1778777840857.m4a";"6bcfd47b-139d-4922-9977-48967e5eebfe";"uuid:6bcfd47b-139d-4922-9977-48967e5eebfe"
"M6";"Femenino";"Mam Occidental";"M_041";"1778777866257.m4a";"3eeef4df-ec50-41f4-9004-02925dd25e6f";"uuid:3eeef4df-ec50-41f4-9004-02925dd25e6f"
"M6";"Femenino";"Mam Occidental";"M_042";"1778777889206.m4a";"b7293e39-f760-4e6b-93c5-339c6701d0e3";"uuid:b7293e39-f760-4e6b-93c5-339c6701d0e3"
"M6";"Femenino";"Mam Occidental";"M_043";"1778777910981.m4a";"7ceb6d8f-5ba1-44ea-be7b-73dbcfff0f7b";"uuid:7ceb6d8f-5ba1-44ea-be7b-73dbcfff0f7b"
"M6";"Femenino";"Mam Occidental";"M_044";"1778777934582.m4a";"7543de28-86e0-46eb-89a6-b0ca4f7fffbb";"uuid:7543de28-86e0-46eb-89a6-b0ca4f7fffbb"
"M6";"Femenino";"Mam Occidental";"M_045";"1778777957820.m4a";"f42cf52d-5f2f-4d8a-95e9-f1ad253db9e4";"uuid:f42cf52d-5f2f-4d8a-95e9-f1ad253db9e4"
"M6";"Femenino";"Mam Occidental";"M_046";"1778777985768.m4a";"1754a916-1576-4261-8fc3-7ff44d0ee2cb";"uuid:1754a916-1576-4261-8fc3-7ff44d0ee2cb"
"M6";"Femenino";"Mam Occidental";"M_047";"1778778012462.m4a";"1fdaad8e-5e7e-4d76-94d9-e7d492393d39";"uuid:1fdaad8e-5e7e-4d76-94d9-e7d492393d39"
"M6";"Femenino";"Mam Occidental";"M_048";"1778778046398.m4a";"ea14f69a-6135-4d66-a294-90a3ca2ca822";"uuid:ea14f69a-6135-4d66-a294-90a3ca2ca822"
"M6";"Femenino";"Mam Occidental";"M_049";"1778778068249.m4a";"9c0b3b38-d2a3-4665-83f1-4937742cf9ec";"uuid:9c0b3b38-d2a3-4665-83f1-4937742cf9ec"
"M6";"Femenino";"Mam Occidental";"M_050";"1778778086970.m4a";"ea149d27-7194-4d88-9bd6-9a5470fea8b2";"uuid:ea149d27-7194-4d88-9bd6-9a5470fea8b2"
"M7";"Masculino";"Mam Occidental";"M_001";"1778778408742.m4a";"d1d68d37-28b8-4c57-afcc-82c21f91b8df";"uuid:d1d68d37-28b8-4c57-afcc-82c21f91b8df"
"M7";"Masculino";"Mam Occidental";"M_002";"1778778431971.m4a";"64bd781d-e94e-4573-9fcc-ffaa1a82ea94";"uuid:64bd781d-e94e-4573-9fcc-ffaa1a82ea94"
"M7";"Masculino";"Mam Occidental";"M_003";"1778778452757.m4a";"37295b53-a210-4585-a08c-00fdc2d1b581";"uuid:37295b53-a210-4585-a08c-00fdc2d1b581"
"M7";"Masculino";"Mam Occidental";"M_004";"1778778475799.m4a";"52f32284-f05f-4e85-99f7-5fde43371d70";"uuid:52f32284-f05f-4e85-99f7-5fde43371d70"
"M7";"Masculino";"Mam Occidental";"M_005";"1778778494245.m4a";"7ca0d04b-5f9f-4e9f-9c50-82da108d5fac";"uuid:7ca0d04b-5f9f-4e9f-9c50-82da108d5fac"
"M7";"Masculino";"Mam Occidental";"M_006";"1778778514580.m4a";"e7419e7c-0323-4494-a5ec-e483188d7856";"uuid:e7419e7c-0323-4494-a5ec-e483188d7856"
"M7";"Masculino";"Mam Occidental";"M_007";"1778778534404.m4a";"cc5ec7dd-5015-450b-b57e-da267539b216";"uuid:cc5ec7dd-5015-450b-b57e-da267539b216"
"M7";"Masculino";"Mam Occidental";"M_008";"1778778552608.m4a";"3810e17c-1909-40c7-b08d-a6032846c87d";"uuid:3810e17c-1909-40c7-b08d-a6032846c87d"
"M7";"Masculino";"Mam Occidental";"M_009";"1778778574048.m4a";"4f07cac0-54c0-499f-a357-2185f4c87712";"uuid:4f07cac0-54c0-499f-a357-2185f4c87712"
"M7";"Masculino";"Mam Occidental";"M_010";"1778778598097.m4a";"08ddd67b-4b82-44da-8e6b-a8a195731777";"uuid:08ddd67b-4b82-44da-8e6b-a8a195731777"
"M7";"Masculino";"Mam Occidental";"M_011";"1778778623190.m4a";"51910113-5dce-4b51-aef3-8664f50dc69a";"uuid:51910113-5dce-4b51-aef3-8664f50dc69a"
"M7";"Masculino";"Mam Occidental";"M_012";"1778778650702.m4a";"0cd3e0ff-042f-421b-82bc-37f604c4c0f5";"uuid:0cd3e0ff-042f-421b-82bc-37f604c4c0f5"
"M7";"Masculino";"Mam Occidental";"M_013";"1778778674233.m4a";"9cde00db-e72e-4e4d-bb73-73a4b29d549c";"uuid:9cde00db-e72e-4e4d-bb73-73a4b29d549c"
"M7";"Masculino";"Mam Occidental";"M_014";"1778778697254.m4a";"0571e06b-7667-4547-8479-eb4b0f9c211b";"uuid:0571e06b-7667-4547-8479-eb4b0f9c211b"
"M7";"Masculino";"Mam Occidental";"M_015";"1778778725393.m4a";"eed81882-59c9-474b-a29a-ba2cf0d1e117";"uuid:eed81882-59c9-474b-a29a-ba2cf0d1e117"
"M7";"Masculino";"Mam Occidental";"M_016";"1778778750816.m4a";"b0fbb993-021c-4a0c-ac7d-77aafc58f1c4";"uuid:b0fbb993-021c-4a0c-ac7d-77aafc58f1c4"
"M7";"Masculino";"Mam Occidental";"M_017";"1778778772311.m4a";"f056ad9e-6596-43f4-94f3-62f4d8c90042";"uuid:f056ad9e-6596-43f4-94f3-62f4d8c90042"
"M7";"Masculino";"Mam Occidental";"M_018";"1778778808971.m4a";"9741fe66-b381-4813-83ea-ece6f8099349";"uuid:9741fe66-b381-4813-83ea-ece6f8099349"
"M7";"Masculino";"Mam Occidental";"M_019";"1778778830672.m4a";"10a892d8-7be1-4cb0-9785-d3241f8d0123";"uuid:10a892d8-7be1-4cb0-9785-d3241f8d0123"
"M7";"Masculino";"Mam Occidental";"M_020";"1778778856584.m4a";"e5b6dfb9-7990-4f84-92e3-219494b9d0fa";"uuid:e5b6dfb9-7990-4f84-92e3-219494b9d0fa"
"M7";"Masculino";"Mam Occidental";"M_021";"1778778877568.m4a";"35bcee45-0b7e-4c94-b804-b56efaba271d";"uuid:35bcee45-0b7e-4c94-b804-b56efaba271d"
"M7";"Masculino";"Mam Occidental";"M_022";"1778778899429.m4a";"7e3ca336-eb8d-4d56-95cc-8e6bf2e1f9c3";"uuid:7e3ca336-eb8d-4d56-95cc-8e6bf2e1f9c3"
"M7";"Masculino";"Mam Occidental";"M_023";"1778778919671.m4a";"3308932c-35f0-4565-bf3a-2d1965f517bd";"uuid:3308932c-35f0-4565-bf3a-2d1965f517bd"
"M7";"Masculino";"Mam Occidental";"M_024";"1778778938070.m4a";"be23d0a8-cd82-4ce1-88b8-8587f3d21808";"uuid:be23d0a8-cd82-4ce1-88b8-8587f3d21808"
"M7";"Masculino";"Mam Occidental";"M_025";"1778778957451.m4a";"a14b135d-d08a-44b0-b99c-99c7b09eb2e3";"uuid:a14b135d-d08a-44b0-b99c-99c7b09eb2e3"
"M7";"Masculino";"Mam Occidental";"M_026";"1778779084046.m4a";"6155c501-58b7-4604-9ef0-6911a4607ddb";"uuid:6155c501-58b7-4604-9ef0-6911a4607ddb"
"M7";"Masculino";"Mam Occidental";"M_027";"1778779103885.m4a";"7829fb8c-2c65-4b16-8a8f-38a4a8b9c834";"uuid:7829fb8c-2c65-4b16-8a8f-38a4a8b9c834"
"M7";"Masculino";"Mam Occidental";"M_028";"1778779123637.m4a";"045aaa83-de38-4dcf-9cb6-3513b531e739";"uuid:045aaa83-de38-4dcf-9cb6-3513b531e739"
"M7";"Masculino";"Mam Occidental";"M_029";"1778779142258.m4a";"738d330f-274d-4b24-8e4f-5a7f6b51c98d";"uuid:738d330f-274d-4b24-8e4f-5a7f6b51c98d"
"M7";"Masculino";"Mam Occidental";"M_030";"1778779161149.m4a";"efc4e235-700b-4f47-8f37-7942c9ba651e";"uuid:efc4e235-700b-4f47-8f37-7942c9ba651e"
"M7";"Masculino";"Mam Occidental";"M_031";"1778779180801.m4a";"015da831-6296-49b0-991c-712de32ddc6a";"uuid:015da831-6296-49b0-991c-712de32ddc6a"
"M7";"Masculino";"Mam Occidental";"M_032";"1778779201617.m4a";"1477ba33-9be0-40db-85a1-f2a3935e7921";"uuid:1477ba33-9be0-40db-85a1-f2a3935e7921"
"M7";"Masculino";"Mam Occidental";"M_033";"1778779224063.m4a";"91988a9b-22ca-4b59-a7cf-24d89d42b4a5";"uuid:91988a9b-22ca-4b59-a7cf-24d89d42b4a5"
"M7";"Masculino";"Mam Occidental";"M_034";"1778779243126.m4a";"375c27de-0293-4e52-bf39-747abfe315ac";"uuid:375c27de-0293-4e52-bf39-747abfe315ac"
"M7";"Masculino";"Mam Occidental";"M_035";"1778779262852.m4a";"7083aba0-3bb0-4126-9829-1a0a3fdb450e";"uuid:7083aba0-3bb0-4126-9829-1a0a3fdb450e"
"M7";"Masculino";"Mam Occidental";"M_036";"1778779283137.m4a";"e3954fe8-da6f-4bb3-b043-5d242319f9c1";"uuid:e3954fe8-da6f-4bb3-b043-5d242319f9c1"
"M7";"Masculino";"Mam Occidental";"M_037";"1778779310791.m4a";"5695783f-121f-44af-955c-faed5ac4a932";"uuid:5695783f-121f-44af-955c-faed5ac4a932"
"M7";"Masculino";"Mam Occidental";"M_038";"1778779332282.m4a";"029d7597-7c92-4770-84c2-36f8222aaa16";"uuid:029d7597-7c92-4770-84c2-36f8222aaa16"
"M7";"Masculino";"Mam Occidental";"M_039";"1778779352021.m4a";"bee59a7c-783c-4fcb-b813-a79730dd2b82";"uuid:bee59a7c-783c-4fcb-b813-a79730dd2b82"
"M7";"Masculino";"Mam Occidental";"M_040";"1778779382875.m4a";"9f7a8657-63bf-4306-9007-b200ed2c0582";"uuid:9f7a8657-63bf-4306-9007-b200ed2c0582"
"M7";"Masculino";"Mam Occidental";"M_041";"1778779404210.m4a";"df6b9536-9bcf-450d-a715-544680d55373";"uuid:df6b9536-9bcf-450d-a715-544680d55373"
"M7";"Masculino";"Mam Occidental";"M_042";"1778779428268.m4a";"363b36ea-d3b3-49da-9941-908ff112c19b";"uuid:363b36ea-d3b3-49da-9941-908ff112c19b"
"M7";"Masculino";"Mam Occidental";"M_043";"1778779451585.m4a";"2d91f5fa-ff7a-4a34-acd1-0a1e951079b3";"uuid:2d91f5fa-ff7a-4a34-acd1-0a1e951079b3"
"M7";"Masculino";"Mam Occidental";"M_044";"1778779476246.m4a";"f11861ff-9744-452b-a804-7d056f4b0d24";"uuid:f11861ff-9744-452b-a804-7d056f4b0d24"
"M7";"Masculino";"Mam Occidental";"M_045";"1778779498431.m4a";"c895f47e-dc7f-4199-8b8b-6ba1f521c22f";"uuid:c895f47e-dc7f-4199-8b8b-6ba1f521c22f"
"M7";"Masculino";"Mam Occidental";"M_046";"1778779517905.m4a";"81c2931e-ecbf-447c-ae93-b48ecbe19922";"uuid:81c2931e-ecbf-447c-ae93-b48ecbe19922"
"M7";"Masculino";"Mam Occidental";"M_047";"1778779543055.m4a";"e044fad6-8057-4060-aad6-26e27155673a";"uuid:e044fad6-8057-4060-aad6-26e27155673a"
"M7";"Masculino";"Mam Occidental";"M_048";"1778779566461.m4a";"8f72f912-0271-4052-8e82-441f804f5a02";"uuid:8f72f912-0271-4052-8e82-441f804f5a02"
"M7";"Masculino";"Mam Occidental";"M_049";"1778779586892.m4a";"d36afba5-2488-47f9-bba5-a0a1f0c3c0ff";"uuid:d36afba5-2488-47f9-bba5-a0a1f0c3c0ff"
"M7";"Masculino";"Mam Occidental";"M_050";"1778779605898.m4a";"b8d1368c-4760-4200-b0b4-add9f635fa06";"uuid:b8d1368c-4760-4200-b0b4-add9f635fa06"
"M8";"Masculino";"Mam Occidental";"M_001";"1778794245227.m4a";"acbee644-87b8-47a0-8cbc-fb9973987dbd";"uuid:acbee644-87b8-47a0-8cbc-fb9973987dbd"
"M8";"Masculino";"Mam Occidental";"M_002";"1778794290413.m4a";"9914f7dc-8b2e-43f9-a140-dca6480c784d";"uuid:9914f7dc-8b2e-43f9-a140-dca6480c784d"
"M8";"Masculino";"Mam Occidental";"M_003";"1778794319126.m4a";"c44119fd-632b-4e78-a82b-2b6574793ff5";"uuid:c44119fd-632b-4e78-a82b-2b6574793ff5"
"M8";"Masculino";"Mam Occidental";"M_004";"1778794341004.m4a";"ecbc7b32-fbc4-42d9-9ad2-c359a937c081";"uuid:ecbc7b32-fbc4-42d9-9ad2-c359a937c081"
"M8";"Masculino";"Mam Occidental";"M_005";"1778794370448.m4a";"acf4a2dd-697e-4ce0-88ce-1d01bef7e09f";"uuid:acf4a2dd-697e-4ce0-88ce-1d01bef7e09f"
"M8";"Masculino";"Mam Occidental";"M_006";"1778794405076.m4a";"9de87529-ad3f-4827-8d6d-8f2ff89b5344";"uuid:9de87529-ad3f-4827-8d6d-8f2ff89b5344"
"M8";"Masculino";"Mam Occidental";"M_007";"1778794436660.m4a";"f7dd883e-96fa-42c6-8e1b-efdaab86eaa1";"uuid:f7dd883e-96fa-42c6-8e1b-efdaab86eaa1"
"M8";"Masculino";"Mam Occidental";"M_008";"1778794471620.m4a";"0d6ad904-fcde-42e7-a39d-fd41e08b2c01";"uuid:0d6ad904-fcde-42e7-a39d-fd41e08b2c01"
"M8";"Masculino";"Mam Occidental";"M_009";"1778794491834.m4a";"bdffc142-e662-4d37-b431-6404d3d376ed";"uuid:bdffc142-e662-4d37-b431-6404d3d376ed"
"M8";"Masculino";"Mam Occidental";"M_010";"1778794525147.m4a";"0deeae27-aa60-4adc-ad88-6659dffda18b";"uuid:0deeae27-aa60-4adc-ad88-6659dffda18b"
"M8";"Masculino";"Mam Occidental";"M_011";"1778794562024.m4a";"aa5fb8f5-2252-45a7-82a7-4c2efdfc7a13";"uuid:aa5fb8f5-2252-45a7-82a7-4c2efdfc7a13"
"M8";"Masculino";"Mam Occidental";"M_012";"1778794584548.m4a";"27cc0d9d-24c1-4028-b390-a5f960a4802f";"uuid:27cc0d9d-24c1-4028-b390-a5f960a4802f"
"M8";"Masculino";"Mam Occidental";"M_013";"1778794614123.m4a";"9bad1337-54fc-4d02-a584-1bdfe61c1696";"uuid:9bad1337-54fc-4d02-a584-1bdfe61c1696"
"M8";"Masculino";"Mam Occidental";"M_014";"1778794637769.m4a";"071c3867-d753-41ab-8368-06f2edb18dd3";"uuid:071c3867-d753-41ab-8368-06f2edb18dd3"
"M8";"Masculino";"Mam Occidental";"M_015";"1778794659706.m4a";"3c80b509-4dad-420b-b4d0-029bcf378e7f";"uuid:3c80b509-4dad-420b-b4d0-029bcf378e7f"
"M8";"Masculino";"Mam Occidental";"M_016";"1778794683066.m4a";"824a10e6-302d-48ab-a66f-5c81571d20ce";"uuid:824a10e6-302d-48ab-a66f-5c81571d20ce"
"M8";"Masculino";"Mam Occidental";"M_017";"1778794704794.m4a";"0b5cbb8f-0395-40ae-8e7c-4d9745c81353";"uuid:0b5cbb8f-0395-40ae-8e7c-4d9745c81353"
"M8";"Masculino";"Mam Occidental";"M_018";"1778794742172.m4a";"62e3a4a3-da05-45d2-9eda-ace29ee2cfc9";"uuid:62e3a4a3-da05-45d2-9eda-ace29ee2cfc9"
"M8";"Masculino";"Mam Occidental";"M_019";"1778794765415.m4a";"79ccecd9-8d43-43b0-a710-069338f81111";"uuid:79ccecd9-8d43-43b0-a710-069338f81111"
"M8";"Masculino";"Mam Occidental";"M_020";"1778794784348.m4a";"4392af4d-4124-424d-8320-51f9008706ce";"uuid:4392af4d-4124-424d-8320-51f9008706ce"
"M8";"Masculino";"Mam Occidental";"M_021";"1778794824618.m4a";"dfc5a2c0-f0df-4383-b8bc-04dc8c4e00fe";"uuid:dfc5a2c0-f0df-4383-b8bc-04dc8c4e00fe"
"M8";"Masculino";"Mam Occidental";"M_022";"1778794872653.m4a";"b36532eb-b953-47d7-bdc5-161777a0324b";"uuid:b36532eb-b953-47d7-bdc5-161777a0324b"
"M8";"Masculino";"Mam Occidental";"M_023";"1778794896203.m4a";"b5fc01f8-5a52-4bf4-acd3-e40089f3e99a";"uuid:b5fc01f8-5a52-4bf4-acd3-e40089f3e99a"
"M8";"Masculino";"Mam Occidental";"M_024";"1778794917078.m4a";"9e779254-bd6c-48bf-8265-daed8837fdf1";"uuid:9e779254-bd6c-48bf-8265-daed8837fdf1"
"M8";"Masculino";"Mam Occidental";"M_025";"1778794939064.m4a";"6fc3f084-db60-460e-9f94-2210b3fe63da";"uuid:6fc3f084-db60-460e-9f94-2210b3fe63da"
"M8";"Masculino";"Mam Occidental";"M_026";"1778794960963.m4a";"989de846-01dd-4433-9da2-1018f39b099f";"uuid:989de846-01dd-4433-9da2-1018f39b099f"
"M8";"Masculino";"Mam Occidental";"M_027";"1778794985711.m4a";"b2519e4e-f296-4e54-9de7-7a8bfe171746";"uuid:b2519e4e-f296-4e54-9de7-7a8bfe171746"
"M8";"Masculino";"Mam Occidental";"M_028";"1778795008571.m4a";"000e5f69-c427-4717-b334-d88a5af3959c";"uuid:000e5f69-c427-4717-b334-d88a5af3959c"
"M8";"Masculino";"Mam Occidental";"M_029";"1778795028725.m4a";"fab3ce2d-55cc-4224-8bc3-970407775e39";"uuid:fab3ce2d-55cc-4224-8bc3-970407775e39"
"M8";"Masculino";"Mam Occidental";"M_030";"1778795054957.m4a";"0c1b017b-8a53-4ac4-9c9d-27a1e61f784b";"uuid:0c1b017b-8a53-4ac4-9c9d-27a1e61f784b"
"M8";"Masculino";"Mam Occidental";"M_031";"1778795076268.m4a";"c7a6061d-96be-418f-9a75-09471eaed84e";"uuid:c7a6061d-96be-418f-9a75-09471eaed84e"
"M8";"Masculino";"Mam Occidental";"M_032";"1778795101666.m4a";"7edaa2d8-3c3a-4fc5-a9a8-0fb6755e93c3";"uuid:7edaa2d8-3c3a-4fc5-a9a8-0fb6755e93c3"
"M8";"Masculino";"Mam Occidental";"M_033";"1778795123223.m4a";"a44624d7-c751-4b2b-a14f-f84f2a495964";"uuid:a44624d7-c751-4b2b-a14f-f84f2a495964"
"M8";"Masculino";"Mam Occidental";"M_034";"1778795144869.m4a";"879f202b-6092-4ea0-b636-0b4dc34d3f29";"uuid:879f202b-6092-4ea0-b636-0b4dc34d3f29"
"M8";"Masculino";"Mam Occidental";"M_035";"1778795167517.m4a";"735c422f-5de0-4870-b448-811a3672a719";"uuid:735c422f-5de0-4870-b448-811a3672a719"
"M8";"Masculino";"Mam Occidental";"M_036";"1778795190770.m4a";"fda1c544-8dbe-46e0-8a96-56861717f880";"uuid:fda1c544-8dbe-46e0-8a96-56861717f880"
"M8";"Masculino";"Mam Occidental";"M_037";"1778795215767.m4a";"7764200c-7a91-4ee9-914e-681ff102a2d4";"uuid:7764200c-7a91-4ee9-914e-681ff102a2d4"
"M8";"Masculino";"Mam Occidental";"M_038";"1778795246115.m4a";"5e398027-ff9c-4f47-b8fd-ff7d65711f56";"uuid:5e398027-ff9c-4f47-b8fd-ff7d65711f56"
"M8";"Masculino";"Mam Occidental";"M_039";"1778795269539.m4a";"fb5dffac-8dd9-4d2b-b2d1-6fbc3062b1ac";"uuid:fb5dffac-8dd9-4d2b-b2d1-6fbc3062b1ac"
"M8";"Masculino";"Mam Occidental";"M_040";"1778795306603.m4a";"7589e15a-0da2-4566-bba4-e0eccf1a6ca7";"uuid:7589e15a-0da2-4566-bba4-e0eccf1a6ca7"
"M8";"Masculino";"Mam Occidental";"M_041";"1778795331937.m4a";"48d6f792-38d6-453e-8cb4-689f838c4a31";"uuid:48d6f792-38d6-453e-8cb4-689f838c4a31"
"M8";"Masculino";"Mam Occidental";"M_042";"1778795363456.m4a";"89ad3914-3eac-4a9e-92a8-abe2add9a298";"uuid:89ad3914-3eac-4a9e-92a8-abe2add9a298"
"M8";"Masculino";"Mam Occidental";"M_043";"1778795387616.m4a";"557367bb-1775-43cd-93b0-984501a8e070";"uuid:557367bb-1775-43cd-93b0-984501a8e070"
"M8";"Masculino";"Mam Occidental";"M_044";"1778795414401.m4a";"1e1fcf04-7ac5-467c-a133-53ebe934ac2c";"uuid:1e1fcf04-7ac5-467c-a133-53ebe934ac2c"
"M8";"Masculino";"Mam Occidental";"M_045";"1778795439985.m4a";"eae6b776-1363-472f-ae45-a310a9459668";"uuid:eae6b776-1363-472f-ae45-a310a9459668"
"M8";"Masculino";"Mam Occidental";"M_046";"1778795526871.m4a";"ae743592-10ce-464c-916e-bfc5b1f718de";"uuid:ae743592-10ce-464c-916e-bfc5b1f718de"
"M8";"Masculino";"Mam Occidental";"M_047";"1778795559290.m4a";"cdbfd47b-3617-4b9d-a1c8-9b11803b8cbb";"uuid:cdbfd47b-3617-4b9d-a1c8-9b11803b8cbb"
"M8";"Masculino";"Mam Occidental";"M_048";"1778795597271.m4a";"8da6210b-a5bf-49de-8ed0-5ccd06aba3e1";"uuid:8da6210b-a5bf-49de-8ed0-5ccd06aba3e1"
"M8";"Masculino";"Mam Occidental";"M_049";"1778795619500.m4a";"df759f79-6a42-4682-a376-4c5daf634962";"uuid:df759f79-6a42-4682-a376-4c5daf634962"
"M8";"Masculino";"Mam Occidental";"M_050";"1778795642241.m4a";"656bffe2-8acd-4568-9c96-58054038b8ab";"uuid:656bffe2-8acd-4568-9c96-58054038b8ab"
"X1";"Masculino";"Mam Occidental";"M_001";"1778976493437.m4a";"655ad041-f3b8-48b9-b0cf-cf07ffc7d167";"uuid:655ad041-f3b8-48b9-b0cf-cf07ffc7d167"
"X1";"Masculino";"Mam Occidental";"M_002";"1778976529003.m4a";"ae1c8cae-ec0e-4b39-bce0-8e4c3934cc32";"uuid:ae1c8cae-ec0e-4b39-bce0-8e4c3934cc32"
"X1";"Masculino";"Mam Occidental";"M_003";"1778976553619.m4a";"c8205f1a-ed15-4b4d-a26d-29631b55a49e";"uuid:c8205f1a-ed15-4b4d-a26d-29631b55a49e"
"X1";"Masculino";"Mam Occidental";"M_004";"1778976614054.m4a";"915725f8-23fa-49c8-a4c6-ffb559df0420";"uuid:915725f8-23fa-49c8-a4c6-ffb559df0420"
"X1";"Masculino";"Mam Occidental";"M_005";"1778976630756.m4a";"9d56e6fd-8a40-4aff-bdfb-1680367d8236";"uuid:9d56e6fd-8a40-4aff-bdfb-1680367d8236"
"X1";"Masculino";"Mam Occidental";"M_006";"1778976652018.m4a";"04a6daa3-4efe-4762-90f4-bdc4d29326ed";"uuid:04a6daa3-4efe-4762-90f4-bdc4d29326ed"
"X1";"Masculino";"Mam Occidental";"M_007";"1778976674920.m4a";"7b530102-5d40-484c-9d68-89f34cae86cb";"uuid:7b530102-5d40-484c-9d68-89f34cae86cb"
"X1";"Masculino";"Mam Occidental";"M_008";"1778976698951.m4a";"9762469d-a1d6-42fb-bd7b-70f58f72c135";"uuid:9762469d-a1d6-42fb-bd7b-70f58f72c135"
"X1";"Masculino";"Mam Occidental";"M_009";"1778976718612.m4a";"1e7cead5-1e61-4c29-a746-81de8e1e9473";"uuid:1e7cead5-1e61-4c29-a746-81de8e1e9473"
"X1";"Masculino";"Mam Occidental";"M_010";"1778976777856.m4a";"8a155bfb-ef56-4c12-adda-c5d1305906f9";"uuid:8a155bfb-ef56-4c12-adda-c5d1305906f9"
"X1";"Masculino";"Mam Occidental";"M_011";"1778976823076.m4a";"5d407c36-791e-4748-8e85-5f6f1fb10897";"uuid:5d407c36-791e-4748-8e85-5f6f1fb10897"
"X1";"Masculino";"Mam Occidental";"M_012";"1778976856503.m4a";"8fc522eb-e21b-4856-9036-c873615a9f04";"uuid:8fc522eb-e21b-4856-9036-c873615a9f04"
"X1";"Masculino";"Mam Occidental";"M_013";"1778976887941.m4a";"5d8d72ec-3717-41a2-a75d-b31f64c9f6c9";"uuid:5d8d72ec-3717-41a2-a75d-b31f64c9f6c9"
"X1";"Masculino";"Mam Occidental";"M_014";"1778976913046.m4a";"9c6e3701-23f9-428d-a180-f79e3c7eaf95";"uuid:9c6e3701-23f9-428d-a180-f79e3c7eaf95"
"X1";"Masculino";"Mam Occidental";"M_015";"1778976942763.m4a";"389a083c-f707-448f-967d-bb253a687487";"uuid:389a083c-f707-448f-967d-bb253a687487"
"X1";"Masculino";"Mam Occidental";"M_016";"1778977046582.m4a";"86961a2e-41bf-402f-8512-75f973c1b93f";"uuid:86961a2e-41bf-402f-8512-75f973c1b93f"
"X1";"Masculino";"Mam Occidental";"M_017";"1778977080247.m4a";"41015548-1133-4e56-9c9c-591e463ccedc";"uuid:41015548-1133-4e56-9c9c-591e463ccedc"
"X1";"Masculino";"Mam Occidental";"M_018";"1778977149482.m4a";"67844bef-6bab-4048-954b-61962b4533aa";"uuid:67844bef-6bab-4048-954b-61962b4533aa"
"X1";"Masculino";"Mam Occidental";"M_019";"1778977180692.m4a";"d23f69ef-ba8a-44ec-b02f-709c551697a0";"uuid:d23f69ef-ba8a-44ec-b02f-709c551697a0"
"X1";"Masculino";"Mam Occidental";"M_020";"1778977205337.m4a";"81dd96fd-c247-43d1-b305-13700d685071";"uuid:81dd96fd-c247-43d1-b305-13700d685071"
"X1";"Masculino";"Mam Occidental";"M_021";"1778977238686.m4a";"827124eb-6782-48e9-acfa-b02d8a8e3f07";"uuid:827124eb-6782-48e9-acfa-b02d8a8e3f07"
"X1";"Masculino";"Mam Occidental";"M_022";"1778977274613.m4a";"1c21e31b-9e96-4401-a472-f5c4f838cb04";"uuid:1c21e31b-9e96-4401-a472-f5c4f838cb04"
"X1";"Masculino";"Mam Occidental";"M_023";"1778977301969.m4a";"1578ee43-a1d9-4b82-9c75-f9f5f2d63910";"uuid:1578ee43-a1d9-4b82-9c75-f9f5f2d63910"
"X1";"Masculino";"Mam Occidental";"M_024";"1778977333395.m4a";"4bef8565-af34-4058-86fa-122b60c55dee";"uuid:4bef8565-af34-4058-86fa-122b60c55dee"
"X1";"Masculino";"Mam Occidental";"M_025";"1778977359905.m4a";"42cde7fb-4b33-4d69-8c4f-920996821087";"uuid:42cde7fb-4b33-4d69-8c4f-920996821087"
"X1";"Masculino";"Mam Occidental";"M_026";"1778977410755.m4a";"f9eafbf8-2838-42d4-b14e-251f2a61d1a1";"uuid:f9eafbf8-2838-42d4-b14e-251f2a61d1a1"
"X1";"Masculino";"Mam Occidental";"M_027";"1778977501683.m4a";"52cb0000-cea3-458e-a99f-6d27bf29afab";"uuid:52cb0000-cea3-458e-a99f-6d27bf29afab"
"X1";"Masculino";"Mam Occidental";"M_028";"1778977534757.m4a";"e6760f5c-9591-4f4e-932b-9184da8a344e";"uuid:e6760f5c-9591-4f4e-932b-9184da8a344e"
"X1";"Masculino";"Mam Occidental";"M_029";"1778977575080.m4a";"a8c754d5-40b8-429a-9f39-4a22082c03af";"uuid:a8c754d5-40b8-429a-9f39-4a22082c03af"
"X1";"Masculino";"Mam Occidental";"M_030";"1778977601628.m4a";"0d1ab62e-dc54-453c-8607-ac44941c363c";"uuid:0d1ab62e-dc54-453c-8607-ac44941c363c"
"X1";"Masculino";"Mam Occidental";"M_031";"1778977628627.m4a";"688ca67c-137a-4b36-861b-d6bb74724a7f";"uuid:688ca67c-137a-4b36-861b-d6bb74724a7f"
"X1";"Masculino";"Mam Occidental";"M_032";"1778977658035.m4a";"d652cd31-8964-423a-9e22-1aa7716824fb";"uuid:d652cd31-8964-423a-9e22-1aa7716824fb"
